,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF,GRAD
201634,74,110,75,38,0,3.6,1,85.3167799,2012,0
201635,346,78,77,34,0,3.6,2,92.0506717,2012,0
201638,346,78,86,27,1,3.6,1,62.0451877,2011,1
201639,346,78,86,27,1,3.6,2,77.3290475,2011,1
201718,204,115,74,29,0,3.6,1,28.2117126,2012,0
201719,74,110,75,38,0,3.6,2,25.202614,2012,0
201722,155,99,76,42,1,3.6,1,29.0417575,2011,1
201723,155,99,76,42,1,3.6,2,29.1446581,2011,1
201802,74,110,76,42,0,3.6,1,25.3077451,2012,0
201803,322,133,18,64,0,3.6,2,33.8114674,2012,0
201806,322,133,18,64,1,3.6,1,32.359558,2011,1
201807,260,60,52,63,1,3.6,2,34.5386117,2011,1
201888,260,60,52,63,0,3.6,1,45.6353694,2012,0
201889,336,71,77,34,0,3.6,2,45.0135048,2012,0
201890,226,104,28,40,1,3.6,1,55.2800689,2011,1
201891,196,20,52,63,1,3.6,2,56.7343575,2011,1
201961,300,99,74,29,0,3.6,1,54.7304727,2012,0
201962,354,114,68,18,0,3.6,2,56.9639507,2012,0
201963,260,62,52,63,1,3.6,1,58.0818794,2011,1
201964,226,104,63,59,1,3.6,2,63.6667641,2011,1
202045,346,80,74,29,0,3.6,1,53.5017624,2012,0
202046,346,80,74,29,0,3.6,2,59.0866471,2012,0
202047,155,103,76,42,1,3.6,1,60.3153574,2011,1
202048,155,103,76,42,1,3.6,2,39.9877331,2011,1
202129,226,104,63,59,0,3.6,1,101.614478,2012,0
202130,346,80,77,34,0,3.6,2,70.7798415,2012,0
202131,346,80,86,27,1,3.6,1,70.2751528,2011,1
202132,346,80,86,27,1,3.6,2,73.4830637,2011,1
202213,155,114,76,42,0,3.6,1,25.4106456,2012,0
202214,155,114,76,42,0,3.6,2,23.2315919,2012,0
202215,260,64,52,63,1,3.6,1,30.8047479,2011,1
202216,260,64,52,63,1,3.6,2,28.4175138,2011,1
202297,346,82,74,29,0,3.6,1,31.3214814,2012,0
202298,346,82,74,29,0,3.6,2,35.0553452,2012,0
202299,346,82,75,38,1,3.6,1,28.5226449,2011,1
202300,346,82,75,38,1,3.6,2,30.2856353,2011,1
202375,346,82,77,34,0,3.6,1,47.5034909,2012,0
202376,346,82,77,34,0,3.6,2,47.5034909,2012,0
202383,346,82,86,27,1,3.6,1,50.3023273,2011,1
202384,346,82,86,27,1,3.6,2,55.2800689,2011,1
202454,341,127,9,16,0,3.6,1,44.6787805,2012,0
202461,276,88,99,8,1,3.6,2,40.2094452,2011,1
202534,276,88,104,19,0,3.6,1,66.3458969,2012,0
202535,276,88,104,19,0,3.6,2,60.4261391,2012,0
202542,261,27,52,63,1,3.6,1,77.7397577,2011,1
202543,155,120,76,42,1,3.6,2,59.5323018,2011,1
202618,155,120,76,42,0,3.6,1,73.5809085,2012,0
202619,276,88,107,21,0,3.6,2,84.498631,2012,0
202626,276,88,107,21,1,3.6,1,86.2904693,2011,1
202627,261,31,52,63,1,3.6,2,77.940503,2011,1
202700,346,83,74,29,0,3.6,1,20.535656,2012,0
202701,346,83,74,29,0,3.6,2,19.7056111,2012,0
202708,346,83,75,38,1,3.6,1,26.13779,2011,1
202709,346,83,75,38,1,3.6,2,23.4396236,2011,1
202783,346,83,77,34,0,3.6,1,26.0326589,2012,0
202784,346,83,77,34,0,3.6,2,39.8274342,2012,0
202791,346,83,86,27,1,3.6,1,29.3526898,2011,1
202792,346,83,86,27,1,3.6,2,29.3526898,2011,1
202866,124,61,42,27,1,4.2,1,61.1931351,2011,1
202867,261,46,52,63,1,4.2,2,58.7031491,2011,1
202868,124,61,42,27,1,4.1,1,59.7412257,2011,1
202869,156,50,76,42,1,4.1,2,48.6422375,2011,1
202873,156,50,76,42,1,3.6,1,56.7343575,2011,1
202946,261,56,52,63,1,4.2,1,73.7184563,2011,1
202947,346,88,74,29,1,4.2,2,54.7304727,2011,1
202948,346,88,74,29,1,4.1,1,73.7184563,2011,1
202949,346,88,75,38,1,4.1,2,58.0818794,2011,1
202954,346,88,75,38,1,3.6,1,65.9002422,2011,1
202955,346,88,77,34,1,3.6,2,48.0276593,2011,1
203030,346,88,77,34,1,4.2,1,58.5276828,2011,1
203031,346,88,86,27,1,4.2,2,48.2517506,2011,1
203032,346,88,86,27,1,4.1,1,49.0348062,2011,1
203033,353,79,86,27,1,4.1,2,47.1363499,2011,1
203038,156,80,76,42,1,3.6,1,59.8697027,2011,1
203039,156,80,76,42,1,3.6,2,57.1880421,2011,1
203113,72,89,13,23,1,4.2,1,27.2765366,2011,1
203114,261,60,52,63,1,4.2,2,25.9297583,2011,1
203115,261,60,52,63,1,4.1,1,36.5074033,2011,1
203116,169,91,20,39,1,4.1,2,24.1667679,2011,1
203121,346,89,74,29,1,3.6,1,25.7215779,2011,1
203122,346,89,74,29,1,3.6,2,27.6926,2011,1
203196,346,89,75,38,1,4.2,1,59.9082161,2011,1
203197,346,89,75,38,1,4.2,2,42.993263,2011,1
203198,346,89,77,34,1,4.1,1,51.1582461,2011,1
203199,346,89,77,34,1,4.1,2,48.734283,2011,1
203204,346,89,86,27,1,3.6,1,47.7173219,2011,1
203279,346,89,86,27,1,4.2,1,36.0935704,2011,1
203280,118,80,40,36,1,4.2,2,37.8564121,2011,1
203281,75,64,75,38,1,4.1,1,27.7955006,2011,1
203282,156,99,76,42,1,4.1,2,31.3214814,2011,1
203287,156,99,76,42,1,3.6,1,29.0417575,2011,1
203288,169,91,73,35,1,3.6,2,26.7598032,2011,1
203363,261,62,52,63,1,4.2,1,58.3922168,2011,1
203364,350,116,25,48,1,4.2,2,65.0300482,2011,1
203365,346,93,74,29,1,4.1,1,56.4211948,2011,1
203366,346,93,74,29,1,4.1,2,54.2443715,2011,1
203367,346,93,75,38,0,3.6,1,48.955549,2012,0
203368,346,93,75,38,0,3.6,2,50.0965262,2012,0
203371,346,93,77,34,1,3.6,1,62.2313604,2011,1
203372,346,93,77,34,1,3.6,2,57.0454385,2011,1
203443,346,93,86,27,1,4.2,1,65.9002422,2011,1
203444,346,93,86,27,1,4.2,2,74.8365336,2011,1
203445,156,103,76,42,1,4.1,1,69.2516489,2011,1
203446,156,103,76,42,1,4.1,2,60.3153574,2011,1
203447,323,99,18,64,0,3.6,1,64.7823135,2012,0
203448,261,64,52,63,0,3.6,2,72.6030555,2012,0
203451,261,64,52,63,1,3.6,1,68.1337202,2011,1
203452,226,105,28,40,1,3.6,2,62.5488355,2011,1
203525,284,20,75,38,1,4.2,1,63.6193287,2011,1
203526,226,105,28,40,1,4.2,2,58.5636683,2011,1
203527,341,127,82,40,1,4.1,1,48.1140542,2011,1
203528,354,115,68,18,1,4.1,2,51.2489533,2011,1
203529,26,51,80,29,0,3.6,1,55.7626013,2012,0
203530,262,27,52,63,0,3.6,2,50.9402515,2012,0
203533,156,114,76,42,1,3.6,1,42.6674607,2011,1
203534,156,114,76,42,1,3.6,2,56.8533177,2011,1
203609,346,99,74,29,1,4.2,1,49.0348062,2011,1
203610,346,99,74,29,1,4.2,2,47.1363499,2011,1
203611,346,99,75,38,1,4.1,1,36.6364751,2011,1
203612,346,99,75,38,1,4.1,2,42.2212112,2011,1
203613,346,99,77,34,0,3.6,1,55.289437,2012,0
203614,346,99,77,34,0,3.6,2,55.5135283,2012,0
203617,346,99,86,27,1,3.6,1,54.1715084,2011,1
203618,346,99,86,27,1,3.6,2,46.5773856,2011,1
203690,262,31,52,63,1,4.2,1,35.0553452,2011,1
203691,156,120,76,42,1,4.2,2,27.2765366,2011,1
203692,156,120,76,42,1,4.1,1,28.7308253,2011,1
203693,262,56,52,63,1,4.1,2,24.1667679,2011,1
203694,346,104,74,29,0,3.6,1,21.9877141,2012,0
203695,346,104,74,29,0,3.6,2,23.4396236,2012,0
203698,346,104,75,38,1,3.6,1,29.8694232,2011,1
203699,346,104,75,38,1,3.6,2,25.202614,2011,1
203765,346,104,77,34,1,4.2,1,52.7866628,2011,1
203766,346,104,77,34,1,4.2,2,58.5126641,2011,1
203767,346,104,86,27,1,4.1,1,47.4340478,2011,1
203768,346,104,86,27,1,4.1,2,52.4846525,2011,1
203769,276,89,99,8,0,3.6,1,43.409475,2012,0
203770,341,129,9,16,0,3.6,2,46.6298768,2012,0
203773,276,89,99,8,1,3.6,1,48.4722731,2011,1
203774,350,116,88,60,1,3.6,2,40.7297475,2011,1
203843,276,89,104,19,1,4.4,1,51.1322236,2011,0
203844,276,89,107,21,1,4.4,2,55.5933804,2011,0
203847,262,60,52,63,1,4.2,1,55.2800689,2011,1
203848,262,60,52,63,1,4.2,2,62.2313604,2011,1
203849,346,110,74,29,1,4.1,1,50.9241919,2011,1
203850,346,110,74,29,1,4.1,2,55.5933804,2011,1
203851,346,110,75,38,0,3.6,1,54.2443715,2012,0
203852,346,110,75,38,0,3.6,2,51.9622685,2012,0
203857,346,110,77,34,1,3.6,1,55.9043126,2011,1
203858,346,110,77,34,1,3.6,2,57.251091,2011,1
203927,346,110,86,27,1,4.4,1,67.0181708,2011,0
203928,346,110,86,27,1,4.4,2,56.9639507,2011,0
203931,262,62,52,63,1,4.2,1,70.3670496,2011,1
203932,57,14,0,41,1,4.2,2,49.1457366,2011,1
203933,57,14,0,41,1,4.1,1,55.84855,2011,1
203934,57,14,2,56,1,4.1,2,51.379066,2011,1
203935,57,14,2,56,0,3.6,1,50.2636653,2012,0
203936,57,14,3,3,0,3.6,2,49.1457366,2012,0
203941,57,14,3,3,1,3.6,1,43.5608519,2011,1
203942,57,14,14,22,1,3.6,2,67.0181708,2011,1
204011,57,14,14,22,1,4.4,1,59.1215917,2011,0
204012,276,60,104,19,1,4.4,2,58.6985394,2011,0
204015,57,14,16,22,1,4.2,1,62.1284598,2011,1
204016,57,14,16,22,1,4.2,2,63.2031167,2011,1
204017,346,115,74,29,1,4.1,1,49.0606801,2011,1
204018,346,115,75,38,1,4.1,2,48.1277346,2011,1
204019,346,115,75,38,0,3.6,1,51.8617471,2012,0
204020,346,115,77,34,0,3.6,2,54.7130748,2012,0
204025,346,115,77,34,1,3.6,1,49.4837324,2011,1
204026,346,115,86,27,1,3.6,2,62.4393921,2011,1
204092,346,115,86,27,1,4.4,1,51.1575026,2011,0
204093,57,14,41,14,1,4.4,2,50.1503557,2011,0
204096,57,14,41,14,1,4.2,1,53.6125441,2011,1
204097,75,71,75,38,1,4.2,2,57.5229151,2011,1
204098,57,14,51,61,1,4.1,1,55.0653457,2011,1
204099,57,14,51,61,1,4.1,2,53.6125441,2011,1
204100,196,25,49,62,0,3.6,1,65.5653692,2012,0
204101,57,16,0,41,0,3.6,2,63.3318911,2012,0
204106,57,16,0,41,1,3.6,1,64.0016371,2011,1
204107,196,25,49,62,1,3.6,2,59.9804844,2011,1
204176,57,16,2,56,1,4.4,1,21.7795338,2011,0
204177,57,16,2,56,1,4.4,2,26.9654557,2011,0
204180,57,16,3,3,1,4.2,1,27.3816677,2011,1
204181,57,16,3,3,1,4.2,2,30.493667,2011,1
204182,57,16,14,22,1,4.1,1,23.6476552,2011,1
204183,57,16,14,22,1,4.1,2,26.0326589,2011,1
204184,57,16,16,22,0,3.6,1,27.9007804,2012,0
204185,57,16,16,22,0,3.6,2,26.9654557,2012,0
204190,263,53,52,63,1,3.6,1,30.8047479,2011,1
204191,263,53,75,38,1,3.6,2,29.558491,2011,1
204274,263,53,80,29,1,2.4,1,65.4545875,2011,1
204275,346,117,74,29,1,2.4,2,66.7940795,2011,1
204358,346,117,74,29,1,2.4,1,37.6410942,2011,1
204359,346,117,75,38,1,2.4,2,29.3746974,2011,1
204442,346,117,75,38,1,2.4,1,75.8285131,2011,1
204443,346,117,77,34,1,2.4,2,71.391297,2011,1
204524,57,16,41,14,1,2.4,1,61.5042161,2011,1
204525,57,16,41,14,1,2.4,2,53.5172272,2011,1
204607,346,117,86,27,1,2.4,1,42.9806235,2011,1
204608,57,16,51,61,1,2.4,2,46.9958281,2011,1
204691,57,16,51,61,1,2.4,1,61.6549982,2011,1
204692,263,56,52,63,1,2.4,2,57.6336968,2011,1
204773,57,18,0,41,1,2.4,1,55.1762761,2011,1
204774,263,56,80,29,1,2.4,2,29.9336618,2011,1
204857,57,18,2,56,1,2.4,1,71.8958371,2011,1
204858,57,18,2,56,1,2.4,2,69.7795348,2011,1
204941,57,18,3,3,1,2.4,1,58.8082802,2011,1
204942,57,18,3,3,1,2.4,2,62.02318,2011,1
205021,57,18,14,22,1,2.4,1,45.6285292,2011,1
205022,57,18,14,22,1,2.4,2,38.4143356,2011,1
205103,57,18,16,22,1,2.8,1,57.5229151,2011,1
205104,57,18,16,22,1,2.8,2,63.1077998,2011,1
205105,263,57,52,63,1,2.4,1,59.6456114,2011,1
205106,263,57,75,38,1,2.4,2,61.2091948,2011,1
205187,263,57,80,29,1,2.8,1,47.5820046,2011,1
205188,346,119,74,29,1,2.8,2,40.9925008,2011,1
205189,346,119,74,29,1,2.4,1,51.379066,2011,1
205190,346,119,75,38,1,2.4,2,52.273052,2011,1
205271,346,119,75,38,1,2.8,1,68.3679232,2011,1
205272,323,110,18,64,1,2.8,2,83.5936412,2011,1
205273,346,119,77,34,1,2.4,1,68.1655421,2011,1
205274,346,119,86,27,1,2.4,2,64.0306337,2011,1
205355,346,119,86,27,1,2.8,1,60.3632389,2011,1
205356,323,110,18,64,1,2.8,2,56.2153936,2011,1
205357,57,18,51,61,1,2.4,1,54.0361911,2011,1
205358,57,18,51,61,1,2.4,2,58.7031491,2011,1
205436,323,110,21,46,1,2.8,1,46.1476418,2011,1
205437,323,110,21,46,1,2.8,2,43.6048672,2011,1
205438,57,40,0,41,1,2.4,1,48.182605,2011,1
205519,57,40,0,41,1,2.8,1,33.3958501,2011,1
205520,323,110,22,44,1,2.8,2,37.9759672,2011,1
205521,57,40,2,56,1,2.4,1,26.360543,2011,1
205522,57,40,2,56,1,2.4,2,35.5183978,2011,1
205603,263,58,75,38,1,2.8,1,64.5606014,2011,1
205604,263,58,80,29,1,2.8,2,60.3153574,2011,1
205605,57,40,3,3,1,2.4,1,54.5063814,2011,1
205606,57,40,3,3,1,2.4,2,59.4215201,2011,1
205687,57,40,14,22,1,2.8,1,50.6132596,2011,1
205688,57,40,14,22,1,2.8,2,46.3625137,2011,1
205689,57,40,16,22,1,2.4,1,49.0584496,2011,1
205690,57,40,16,22,1,2.4,2,55.6962809,2011,1
205769,57,40,41,14,1,2.8,1,59.1974288,2011,1
205770,57,40,41,14,1,2.8,2,60.3153574,2011,1
205771,354,116,68,18,1,2.4,1,61.4332861,2011,1
205772,263,60,52,63,1,2.4,2,54.7304727,2011,1
205852,263,60,75,38,1,2.8,1,38.6042258,2011,1
205853,263,60,80,29,1,2.8,2,37.6712803,2011,1
205854,346,120,74,29,1,2.4,1,53.0210144,2011,1
205933,346,120,74,29,1,2.8,1,72.3789642,2011,1
205934,346,120,75,38,1,2.8,2,46.3532943,2011,1
206016,346,120,75,38,1,2.8,1,43.353415,2011,1
206017,346,120,77,34,1,2.8,2,51.1322236,2011,1
206100,346,120,77,34,1,2.8,1,64.7823135,2011,1
206101,346,120,86,27,1,2.8,2,61.4332861,2011,1
206180,346,120,86,27,1,2.8,2,51.1985439,2011,1
206678,57,44,0,41,1,3.6,1,50.1994268,2011,1
206679,57,44,0,41,1,3.6,2,60.4661395,2011,1
206762,157,50,76,42,1,3.6,1,72.6030555,2011,1
206763,157,50,76,42,1,3.6,2,60.3153574,2011,1
206846,57,44,2,56,1,3.6,1,61.5522463,2011,1
206847,57,44,2,56,1,3.6,2,58.0308752,2011,1
206929,57,44,3,3,1,3.6,1,59.8697027,2011,1
206930,57,44,3,3,1,3.6,2,49.8154827,2011,1
207013,57,44,14,22,1,3.6,1,51.2870205,2011,1
207014,57,44,14,22,1,3.6,2,45.0991562,2011,1
207097,263,62,52,63,1,3.6,1,44.7024239,2011,1
207098,263,62,75,38,1,3.6,2,48.4364364,2011,1
207181,263,62,80,29,1,3.6,1,54.7304727,2011,1
207182,347,48,35,75,1,3.6,2,62.5488355,2011,1
207265,347,48,35,75,1,3.6,1,61.4493457,2011,1
207266,133,63,92,70,1,3.6,2,61.6893479,2011,1
207349,57,44,41,14,1,3.6,1,59.8697027,2011,1
207350,57,44,41,14,1,3.6,2,58.7517741,2011,1
207432,347,48,68,18,1,3.6,1,44.4639086,2011,1
207433,195,13,51,61,1,3.6,2,45.2790835,2011,1
207514,347,48,74,29,1,2.8,1,65.4545875,2011,1
207515,57,44,51,61,1,2.8,2,47.0230403,2011,1
207516,57,44,51,61,1,2.4,1,58.9758654,2011,1
207517,347,48,77,34,1,2.4,2,50.8201017,2011,1
207598,347,48,80,29,1,2.8,1,32.7259554,2011,1
207599,347,48,80,29,1,2.8,2,29.9336618,2011,1
207600,263,63,52,63,1,2.4,1,34.9594335,2011,1
207601,263,63,75,38,1,2.4,2,36.4123838,2011,1
207682,263,63,80,29,1,2.8,1,49.704701,2011,1
207683,347,48,87,27,1,2.8,2,60.5394487,2011,1
207684,347,48,94,60,1,2.4,1,60.3153574,2011,1
207685,347,48,94,60,1,2.4,2,61.5440678,2011,1
207766,202,83,74,29,1,2.8,1,42.3175689,2011,1
207767,347,48,95,73,1,2.8,2,50.4074584,2011,1
207768,347,48,96,25,1,2.4,1,58.8082802,2011,1
207769,347,48,96,25,1,2.4,2,65.135328,2011,1
207850,347,48,107,21,1,2.8,1,46.5683149,2011,1
207851,347,48,107,21,1,2.8,2,55.3853487,2011,1
207852,347,48,108,21,1,2.4,1,56.4211948,2011,1
207853,347,48,108,21,1,2.4,2,51.8593679,2011,1
207934,157,99,76,42,1,2.8,1,68.9941,2011,1
207935,350,117,88,60,1,2.8,2,69.2680059,2011,1
207936,350,117,89,60,1,2.4,1,65.7189765,2011,1
207937,350,117,89,60,1,2.4,2,72.7850647,2011,1
208018,276,99,104,19,1,2.8,1,64.5110843,2011,1
208019,58,17,52,63,1,2.8,2,63.7861704,2011,1
208020,58,17,52,63,1,2.4,1,61.6071167,2011,1
208021,58,17,55,63,1,2.4,2,60.1550585,2011,1
208102,58,17,55,63,1,2.8,1,56.9639507,2011,1
208103,347,50,35,75,1,2.8,2,58.7517741,2011,1
208104,347,50,68,18,1,2.4,1,68.0227898,2011,1
208105,347,50,68,18,1,2.4,2,62.4380538,2011,1
208184,347,50,74,29,1,2.8,1,35.3572067,2011,1
208185,347,50,74,29,1,2.8,2,42.4136293,2011,1
208186,347,50,77,34,1,2.4,1,36.1484408,2011,1
208187,263,64,52,63,1,2.4,2,39.9898149,2011,1
208268,263,64,52,63,1,2.8,1,60.9851034,2011,1
208269,263,64,75,38,1,2.8,2,59.0866471,2011,1
208270,263,64,75,38,1,3.0,1,57.9687185,2011,1
208271,263,64,80,29,1,3.0,2,53.0561077,2011,1
208352,263,64,80,29,1,2.8,1,44.3439075,2011,1
208353,157,103,76,42,1,2.8,2,32.9500467,2011,1
208354,157,103,76,42,1,3.0,1,44.6787805,2011,1
208355,347,50,94,60,1,3.0,2,38.3108402,2011,1
208436,347,50,95,73,1,2.8,1,44.1198162,2011,1
208437,347,50,95,73,1,2.8,2,55.5135283,2011,1
208438,347,50,96,25,1,3.0,1,54.284818,2011,1
208439,347,50,96,25,1,3.0,2,58.9758654,2011,1
208520,347,50,107,21,1,2.8,1,61.8151484,2011,1
208521,347,50,107,21,1,2.8,2,56.8372581,2011,1
208522,347,50,108,21,1,3.0,1,60.6741712,2011,1
208523,347,50,108,21,1,3.0,2,56.5263259,2011,1
208603,177,103,20,39,1,2.8,1,52.4813811,2011,1
208604,58,18,52,63,1,2.8,2,51.4433045,2011,1
208605,58,18,52,63,1,3.0,1,59.9492574,2011,1
208606,58,18,55,63,1,3.0,2,56.5263259,2011,1
208687,58,18,55,63,1,2.8,1,71.9434211,2011,1
208688,264,53,52,63,1,2.8,2,66.4183139,2011,1
208689,264,53,75,38,1,3.0,1,65.726709,2011,1
208690,264,53,80,29,1,3.0,2,69.1662949,2011,1
208771,75,82,75,38,1,2.8,1,45.4273377,2011,1
208772,347,51,35,75,1,2.8,2,61.2960357,2011,1
208773,347,51,35,75,1,3.0,1,67.7282146,2011,1
208774,347,51,68,18,1,3.0,2,56.1101138,2011,1
208854,347,51,68,18,1,2.8,1,60.3153574,2011,1
208855,196,26,49,62,1,2.8,2,50.4852287,2011,1
208856,157,104,76,42,1,3.0,1,66.4592065,2011,1
208857,157,104,76,42,1,3.0,2,67.0181708,2011,1
208936,347,51,74,29,1,2.8,1,44.2634607,2011,1
208937,347,51,74,29,1,2.8,2,39.2031905,2011,1
208938,347,51,77,34,1,3.0,1,32.780231,2011,1
208939,347,51,77,34,1,3.0,2,37.1453275,2011,1
208956,347,51,80,29,0,2.3,1,28.0326775,2012,0
208957,347,51,80,29,0,2.3,2,26.2164524,2012,0
208984,264,56,52,63,1,2.2,1,29.3443626,2011,0
208985,347,51,86,27,1,2.2,2,36.9050278,2011,0
208998,347,51,87,27,1,2.4,1,32.5699688,2011,1
208999,58,41,52,63,1,2.4,2,38.9234853,2011,1
209006,58,41,52,63,0,2.5,1,36.3002638,2013,0
209007,58,41,55,63,0,2.5,2,32.4698936,2013,0
209018,58,41,55,63,0,2.7,1,29.3443626,2013,0
209019,347,51,95,73,0,2.7,2,40.4351722,2013,0
209020,347,51,96,25,0,2.3,1,34.7885769,2013,0
209021,347,51,96,25,0,2.3,2,35.5955732,2013,0
209040,347,51,107,21,0,2.3,1,68.4531284,2012,0
209041,347,51,107,21,0,2.3,2,62.6451933,2012,0
209068,347,51,108,21,1,2.2,1,67.209102,2011,0
209069,347,51,108,21,1,2.2,2,45.1162567,2011,0
209082,196,26,55,63,1,2.4,1,59.0140814,2011,1
209083,264,57,52,63,1,2.4,2,62.4371616,2011,1
209090,264,57,75,38,0,2.5,1,67.0010703,2013,0
209091,264,57,80,29,0,2.5,2,74.8829281,2013,0
209102,347,55,35,75,0,2.7,1,84.9438397,2013,0
209103,347,55,35,75,0,2.7,2,76.4401173,2013,0
209104,347,55,68,18,0,2.3,1,72.9141365,2013,0
209105,347,55,68,18,0,2.3,2,78.4111394,2013,0
209124,157,116,76,42,0,2.3,1,71.4941976,2012,0
209125,157,116,76,42,0,2.3,2,67.8974355,2012,0
209152,58,44,55,63,1,2.2,1,70.9065342,2011,0
209153,58,44,55,63,1,2.2,2,67.0993612,2011,0
209166,347,55,74,29,1,2.4,1,72.5276645,2011,1
209167,347,55,74,29,1,2.4,2,74.1580143,2011,1
209174,347,55,77,34,0,2.5,1,65.8600931,2013,0
209175,347,55,77,34,0,2.5,2,79.0605135,2013,0
209186,347,55,80,29,0,2.7,1,75.2624112,2013,0
209187,347,55,80,29,0,2.7,2,70.0857087,2013,0
209188,347,55,86,27,0,2.3,1,63.9897411,2013,0
209189,347,55,86,27,0,2.3,2,72.9896762,2013,0
209207,347,55,87,27,0,2.3,1,50.8212913,2012,0
209208,347,55,87,27,0,2.3,2,55.3585826,2012,0
209235,347,55,94,60,1,2.2,1,57.4771154,2011,0
209236,347,55,94,60,1,2.2,2,54.8538939,2011,0
209249,347,55,95,73,1,2.4,1,55.8631226,2011,1
209250,264,58,75,38,1,2.4,2,52.7375917,2011,1
209257,264,58,80,29,0,2.5,1,59.5934176,2013,0
209258,347,55,96,25,0,2.5,2,56.4678866,2013,0
209269,347,55,107,21,0,2.7,1,58.6864947,2013,0
209270,347,55,107,21,0,2.7,2,58.181806,2013,0
209271,347,55,108,21,0,2.3,1,63.1237107,2013,0
209272,347,55,108,21,0,2.3,2,60.6027951,2013,0
209291,58,45,52,63,0,2.3,1,45.6833996,2012,0
209292,58,45,52,63,0,2.3,2,54.7304727,2012,0
209319,58,45,55,63,1,2.2,1,64.6713831,2011,0
209320,58,45,55,63,1,2.2,2,62.4380538,2011,0
209333,264,60,75,38,1,2.4,1,66.1243335,2011,1
209334,264,60,80,29,1,2.4,2,60.9851034,2011,1
209341,347,57,35,75,0,2.5,1,65.7894605,2013,0
209342,347,57,35,75,0,2.5,2,53.5017624,2013,0
209353,157,120,76,42,0,2.7,1,58.4167524,2013,0
209354,347,57,68,18,0,2.7,2,49.9287923,2013,0
209355,347,57,68,18,0,2.3,1,69.4732123,2013,0
209356,93,99,73,35,0,2.3,2,51.2682843,2013,0
209375,59,17,45,28,0,2.3,1,64.4474405,2012,0
209376,59,17,45,28,0,2.3,2,63.5534545,2012,0
209403,59,17,48,55,1,2.2,1,58.5276828,2011,0
209404,59,17,48,55,1,2.2,2,68.4685932,2011,0
209417,59,17,49,62,1,2.4,1,58.6408437,2011,1
209418,59,17,49,62,1,2.4,2,68.2445019,2011,1
209425,59,17,50,53,0,2.5,1,59.8697027,2013,0
209426,59,17,50,53,0,2.5,2,70.3670496,2013,0
209437,347,57,74,29,0,2.7,1,60.3153574,2013,0
209438,347,57,77,34,0,2.7,2,70.0321766,2013,0
209439,347,57,77,34,0,2.3,1,61.0984131,2013,0
209440,347,57,80,29,0,2.3,2,67.0181708,2013,0
209459,59,17,54,63,0,2.3,1,52.030968,2012,0
209460,59,17,54,63,0,2.3,2,50.8899908,2012,0
209487,347,57,86,27,1,2.2,1,52.2207095,2011,0
209488,347,57,87,27,1,2.2,2,45.0569253,2011,0
209501,347,57,87,27,1,2.4,1,54.0727714,2011,1
209502,347,57,94,60,1,2.4,2,46.6163451,2011,1
209509,347,57,94,60,0,2.5,1,59.7641255,2013,0
209510,264,62,52,63,0,2.5,2,50.1421772,2013,0
209521,264,62,75,38,0,2.7,1,59.6885858,2013,0
209522,264,62,80,29,0,2.7,2,60.6169216,2013,0
209523,347,57,96,25,0,2.3,1,48.9783001,2013,0
209524,323,113,18,64,0,2.3,2,55.0125571,2013,0
209543,347,57,107,21,0,2.3,1,55.5135283,2012,0
209544,347,57,107,21,0,2.3,2,52.1621216,2012,0
209571,347,57,108,21,1,2.2,1,52.1621216,2011,0
209572,347,57,108,21,1,2.2,2,51.6031573,2011,0
209585,205,82,74,29,1,2.4,1,59.4215201,2011,1
209586,205,82,75,38,1,2.4,2,48.3650602,2011,1
209593,59,42,45,28,0,2.5,1,57.5229151,2013,0
209594,59,42,45,28,0,2.5,2,50.9334113,2013,0
209605,59,42,48,55,0,2.7,1,60.9851034,2013,0
209606,59,42,48,55,0,2.7,2,66.2351152,2013,0
209607,59,42,49,62,0,2.3,1,52.8320163,2013,0
209608,59,42,49,62,0,2.3,2,58.8625558,2013,0
209627,59,42,50,53,0,2.3,1,46.5773856,2012,0
209628,59,42,50,53,0,2.3,2,47.2471316,2012,0
209655,323,113,22,44,1,2.2,1,49.2565183,2011,0
209656,158,50,76,42,1,2.2,2,56.853169,2011,0
209669,59,42,54,63,1,2.4,1,45.6833996,2011,1
209670,226,110,28,40,1,2.4,2,58.5276828,2011,1
209677,264,63,52,63,0,2.5,1,51.7140877,2013,0
209678,264,63,75,38,0,2.5,2,59.5323018,2013,0
209689,264,63,80,29,0,2.7,1,55.0653457,2013,0
209690,347,60,35,75,0,2.7,2,70.5911409,2013,0
209691,347,60,35,75,0,2.3,1,54.5063814,2013,0
209692,347,60,68,18,0,2.3,2,53.6125441,2013,0
209711,347,60,68,18,0,2.3,1,42.5560842,2012,0
209712,59,44,45,28,0,2.3,2,53.0561077,2012,0
209739,59,44,45,28,1,2.2,1,54.1715084,2011,0
209740,59,44,48,55,1,2.2,2,41.5514652,2011,0
209753,59,44,48,55,1,2.4,1,52.8320163,2011,1
209754,59,44,49,62,1,2.4,2,56.0701134,2011,1
209761,59,44,49,62,0,2.5,1,67.9096289,2013,0
209762,59,44,50,53,0,2.5,2,63.1077998,2013,0
209773,59,44,50,53,0,2.7,1,85.8928448,2013,0
209774,354,119,65,65,0,2.7,2,59.5323018,2013,0
